Titre de tracé : 20011402;;;;;
#;Date;Heure;Moy. : Température, °C (LGR S/N: 20011402);Pile défectueuse (LGR S/N: 20011402);Fin de fichier (LGR S/N: 20011402)
6;07/15/2020;18:00:00;20.519;;
7;07/15/2020;20:00:00;16.903;;
8;07/15/2020;22:00:00;14.996;;
9;07/16/2020;00:00:00;14.038;;
10;07/16/2020;02:00:00;11.528;;
11;07/16/2020;04:00:00;10.748;;
12;07/16/2020;06:00:00;10.161;;
13;07/16/2020;08:00:00;11.916;;
14;07/16/2020;10:00:00;23.196;;
15;07/16/2020;12:00:00;33.535;;
16;07/16/2020;14:00:00;37.935;;
17;07/16/2020;16:00:00;32.086;;
18;07/16/2020;18:00:00;21.855;;
19;07/16/2020;20:00:00;17.379;;
20;07/16/2020;22:00:00;14.517;;
21;07/17/2020;00:00:00;12.980;;
22;07/17/2020;02:00:00;11.916;;
23;07/17/2020;04:00:00;11.139;;
24;07/17/2020;06:00:00;10.553;;
25;07/17/2020;08:00:00;12.013;;
26;07/17/2020;10:00:00;24.738;;
27;07/17/2020;12:00:00;34.585;;
28;07/17/2020;14:00:00;37.384;;
29;07/17/2020;16:00:00;33.639;;
30;07/17/2020;18:00:00;22.142;;
31;07/17/2020;20:00:00;17.950;;
32;07/17/2020;22:00:00;15.282;;
33;07/18/2020;00:00:00;13.365;;
34;07/18/2020;02:00:00;12.207;;
35;07/18/2020;04:00:00;11.139;;
36;07/18/2020;06:00:00;10.553;;
37;07/18/2020;08:00:00;12.304;;
38;07/18/2020;10:00:00;19.472;;
39;07/18/2020;12:00:00;26.488;;
40;07/18/2020;14:00:00;36.079;;
41;07/18/2020;16:00:00;31.472;;
42;07/18/2020;18:00:00;20.901;;
43;07/18/2020;20:00:00;17.665;;
44;07/18/2020;22:00:00;14.421;;
45;07/19/2020;00:00:00;12.787;;
46;07/19/2020;02:00:00;11.528;;
47;07/19/2020;04:00:00;10.944;;
48;07/19/2020;06:00:00;10.357;;
49;07/19/2020;08:00:00;12.110;;
50;07/19/2020;10:00:00;25.319;;
51;07/19/2020;12:00:00;35.542;;
52;07/19/2020;14:00:00;39.050;;
53;07/19/2020;16:00:00;35.756;;
54;07/19/2020;18:00:00;23.196;;
55;07/19/2020;20:00:00;18.711;;
56;07/19/2020;22:00:00;15.569;;
57;07/20/2020;00:00:00;13.750;;
58;07/20/2020;02:00:00;12.594;;
59;07/20/2020;04:00:00;11.722;;
60;07/20/2020;06:00:00;10.846;;
61;07/20/2020;08:00:00;12.401;;
62;07/20/2020;10:00:00;26.195;;
63;07/20/2020;12:00:00;36.079;;
64;07/20/2020;14:00:00;40.415;;
65;07/20/2020;16:00:00;37.165;;
66;07/20/2020;18:00:00;24.448;;
67;07/20/2020;20:00:00;19.472;;
68;07/20/2020;22:00:00;16.427;;
69;07/21/2020;00:00:00;15.378;;
70;07/21/2020;02:00:00;14.517;;
71;07/21/2020;04:00:00;13.461;;
72;07/21/2020;06:00:00;14.134;;
73;07/21/2020;08:00:00;16.237;;
74;07/21/2020;10:00:00;23.773;;
75;07/21/2020;12:00:00;34.585;;
76;07/21/2020;14:00:00;31.370;;
77;07/21/2020;16:00:00;34.903;;
78;07/21/2020;18:00:00;24.351;;
79;07/21/2020;20:00:00;20.901;;
80;07/21/2020;22:00:00;18.331;;
81;07/22/2020;00:00:00;14.709;;
82;07/22/2020;02:00:00;13.942;;
83;07/22/2020;04:00:00;12.401;;
84;07/22/2020;06:00:00;11.819;;
85;07/22/2020;08:00:00;13.750;;
86;07/22/2020;10:00:00;23.773;;
87;07/22/2020;12:00:00;32.188;;
88;07/22/2020;14:00:00;28.555;;
89;07/22/2020;16:00:00;24.158;;
90;07/22/2020;18:00:00;16.999;;
91;07/22/2020;20:00:00;15.378;;
92;07/22/2020;22:00:00;14.804;;
93;07/23/2020;00:00:00;13.461;;
94;07/23/2020;02:00:00;12.594;;
95;07/23/2020;04:00:00;12.013;;
96;07/23/2020;06:00:00;11.528;;
97;07/23/2020;08:00:00;12.883;;
98;07/23/2020;10:00:00;21.569;;
99;07/23/2020;12:00:00;27.075;;
100;07/23/2020;14:00:00;29.352;;
101;07/23/2020;16:00:00;28.953;;
102;07/23/2020;18:00:00;21.282;;
103;07/23/2020;20:00:00;17.950;;
104;07/23/2020;22:00:00;15.664;;
105;07/24/2020;00:00:00;14.230;;
106;07/24/2020;02:00:00;13.076;;
107;07/24/2020;04:00:00;12.690;;
108;07/24/2020;06:00:00;12.690;;
109;07/24/2020;08:00:00;13.558;;
110;07/24/2020;10:00:00;15.569;;
111;07/24/2020;12:00:00;23.869;;
112;07/24/2020;14:00:00;20.996;;
113;07/24/2020;16:00:00;22.238;;
114;07/24/2020;18:00:00;19.282;;
115;07/24/2020;20:00:00;17.379;;
116;07/24/2020;22:00:00;14.613;;
117;07/25/2020;00:00:00;12.883;;
118;07/25/2020;02:00:00;12.013;;
119;07/25/2020;04:00:00;11.139;;
120;07/25/2020;06:00:00;10.651;;
121;07/25/2020;08:00:00;12.207;;
122;07/25/2020;10:00:00;22.621;;
123;07/25/2020;12:00:00;31.676;;
124;07/25/2020;14:00:00;36.946;;
125;07/25/2020;16:00:00;33.535;;
126;07/25/2020;18:00:00;22.908;;
127;07/25/2020;20:00:00;19.092;;
128;07/25/2020;22:00:00;16.523;;
129;07/26/2020;00:00:00;15.187;;
130;07/26/2020;02:00:00;14.230;;
131;07/26/2020;04:00:00;14.134;;
132;07/26/2020;06:00:00;13.173;;
133;07/26/2020;08:00:00;14.613;;
134;07/26/2020;10:00:00;25.319;;
135;07/26/2020;12:00:00;33.639;;
136;07/26/2020;14:00:00;32.807;;
137;07/26/2020;16:00:00;28.754;;
138;07/26/2020;18:00:00;22.046;;
139;07/26/2020;20:00:00;17.950;;
140;07/26/2020;22:00:00;15.760;;
141;07/27/2020;00:00:00;14.421;;
142;07/27/2020;02:00:00;13.173;;
143;07/27/2020;04:00:00;12.594;;
144;07/27/2020;06:00:00;12.207;;
145;07/27/2020;08:00:00;13.750;;
146;07/27/2020;10:00:00;27.272;;
147;07/27/2020;12:00:00;37.494;;
148;07/27/2020;14:00:00;40.185;;
149;07/27/2020;16:00:00;37.714;;
150;07/27/2020;18:00:00;25.513;;
151;07/27/2020;20:00:00;20.805;;
152;07/27/2020;22:00:00;18.521;;
153;07/28/2020;00:00:00;17.094;;
154;07/28/2020;02:00:00;16.332;;
155;07/28/2020;04:00:00;15.473;;
156;07/28/2020;06:00:00;14.996;;
157;07/28/2020;08:00:00;16.141;;
158;07/28/2020;10:00:00;28.357;;
159;07/28/2020;12:00:00;38.490;;
160;07/28/2020;14:00:00;35.009;;
161;07/28/2020;16:00:00;31.574;;
162;07/28/2020;18:00:00;21.951;;
163;07/28/2020;20:00:00;16.903;;
164;07/28/2020;22:00:00;16.046;;
165;07/29/2020;00:00:00;14.996;;
166;07/29/2020;02:00:00;14.325;;
167;07/29/2020;04:00:00;13.654;;
168;07/29/2020;06:00:00;13.173;;
169;07/29/2020;08:00:00;14.804;;
170;07/29/2020;10:00:00;24.448;;
171;07/29/2020;12:00:00;33.014;;
172;07/29/2020;14:00:00;38.379;;
173;07/29/2020;16:00:00;29.252;;
174;07/29/2020;18:00:00;24.931;;
175;07/29/2020;20:00:00;21.091;;
176;07/29/2020;22:00:00;18.616;;
177;07/30/2020;00:00:00;17.189;;
178;07/30/2020;02:00:00;16.523;;
179;07/30/2020;04:00:00;16.141;;
180;07/30/2020;06:00:00;14.996;;
181;07/30/2020;08:00:00;16.332;;
182;07/30/2020;10:00:00;28.258;;
183;07/30/2020;12:00:00;38.714;;
184;07/30/2020;14:00:00;42.282;;
185;07/30/2020;16:00:00;38.826;;
186;07/30/2020;18:00:00;23.388;;
187;07/30/2020;20:00:00;18.045;;
188;07/30/2020;22:00:00;16.808;;
189;07/31/2020;00:00:00;15.951;;
190;07/31/2020;02:00:00;14.996;;
191;07/31/2020;04:00:00;14.134;;
192;07/31/2020;06:00:00;13.365;;
193;07/31/2020;08:00:00;14.900;;
194;07/31/2020;10:00:00;24.931;;
195;07/31/2020;12:00:00;34.374;;
196;07/31/2020;14:00:00;39.615;;
197;07/31/2020;16:00:00;38.379;;
198;07/31/2020;18:00:00;27.075;;
199;07/31/2020;20:00:00;22.812;;
200;07/31/2020;22:00:00;20.043;;
201;08/01/2020;00:00:00;18.521;;
202;08/01/2020;02:00:00;17.189;;
203;08/01/2020;08:00:00;16.237;;
204;08/01/2020;10:00:00;15.569;;
205;08/01/2020;12:00:00;16.999;;
206;08/01/2020;14:00:00;28.953;;
207;08/01/2020;16:00:00;38.714;;
208;08/01/2020;18:00:00;43.359;;
209;08/01/2020;20:00:00;39.502;;
210;08/01/2020;22:00:00;27.665;;
211;08/01/2020;00:00:00;23.292;;
212;08/01/2020;02:00:00;20.424;;
213;08/02/2020;04:00:00;18.140;;
214;08/02/2020;06:00:00;16.713;;
215;08/02/2020;08:00:00;15.473;;
216;08/02/2020;10:00:00;14.709;;
217;08/02/2020;12:00:00;16.141;;
218;08/02/2020;14:00:00;26.781;;
219;08/02/2020;16:00:00;38.268;;
220;08/02/2020;18:00:00;38.938;;
221;08/02/2020;20:00:00;33.430;;
222;08/02/2020;22:00:00;25.610;;
223;08/02/2020;00:00:00;21.760;;
224;08/02/2020;02:00:00;18.806;;
225;08/03/2020;04:00:00;17.475;;
226;08/03/2020;06:00:00;15.091;;
227;08/03/2020;08:00:00;13.942;;
228;08/03/2020;10:00:00;13.558;;
229;08/03/2020;12:00:00;14.996;;
230;08/03/2020;14:00:00;17.094;;
231;08/03/2020;16:00:00;20.901;;
232;08/03/2020;18:00:00;27.665;;
233;08/03/2020;20:00:00;20.329;;
234;08/03/2020;22:00:00;14.804;;
235;08/03/2020;00:00:00;13.461;;
236;08/03/2020;02:00:00;11.139;;
237;08/04/2020;04:00:00;10.553;;
238;08/04/2020;06:00:00;10.357;;
239;08/04/2020;08:00:00;10.063;;
240;08/04/2020;10:00:00;9.768;;
241;08/04/2020;12:00:00;9.965;;
242;08/04/2020;14:00:00;18.236;;
243;08/04/2020;16:00:00;17.760;;
244;08/04/2020;18:00:00;21.951;;
245;08/04/2020;20:00:00;24.641;;
246;08/04/2020;22:00:00;16.713;;
247;08/04/2020;00:00:00;13.365;;
248;08/04/2020;02:00:00;11.139;;
249;08/05/2020;04:00:00;10.259;;
250;08/05/2020;06:00:00;9.472;;
251;08/05/2020;08:00:00;8.879;;
252;08/05/2020;10:00:00;8.282;;
253;08/05/2020;12:00:00;9.866;;
254;08/05/2020;14:00:00;22.621;;
255;08/05/2020;16:00:00;33.535;;
256;08/05/2020;18:00:00;38.046;;
257;08/05/2020;20:00:00;34.585;;
258;08/05/2020;22:00:00;23.100;;
259;08/05/2020;00:00:00;18.426;;
260;08/05/2020;02:00:00;15.378;;
261;08/06/2020;04:00:00;13.750;;
262;08/06/2020;06:00:00;12.497;;
263;08/06/2020;08:00:00;11.625;;
264;08/06/2020;10:00:00;10.944;;
265;08/06/2020;12:00:00;12.594;;
266;08/06/2020;14:00:00;27.370;;
267;08/06/2020;16:00:00;39.050;;
268;08/06/2020;18:00:00;43.118;;
269;08/06/2020;20:00:00;39.843;;
270;08/06/2020;22:00:00;26.683;;
271;08/06/2020;00:00:00;20.805;;
272;08/06/2020;02:00:00;17.570;;
273;08/07/2020;04:00:00;16.046;;
274;08/07/2020;06:00:00;14.421;;
275;08/07/2020;08:00:00;13.558;;
276;08/07/2020;10:00:00;12.883;;
277;08/07/2020;12:00:00;14.613;;
278;08/07/2020;14:00:00;29.252;;
279;08/07/2020;16:00:00;40.530;;
280;08/07/2020;18:00:00;43.480;;
281;08/07/2020;20:00:00;39.389;;
282;08/07/2020;22:00:00;26.977;;
283;08/07/2020;00:00:00;21.569;;
284;08/07/2020;02:00:00;18.331;;
285;08/08/2020;04:00:00;16.427;;
286;08/08/2020;06:00:00;15.282;;
287;08/08/2020;08:00:00;14.134;;
288;08/08/2020;10:00:00;13.461;;
289;08/08/2020;12:00:00;15.187;;
290;08/08/2020;14:00:00;29.452;;
291;08/08/2020;16:00:00;39.502;;
292;08/08/2020;18:00:00;43.966;;
293;08/08/2020;20:00:00;39.729;;
294;08/08/2020;22:00:00;27.173;;
295;08/08/2020;00:00:00;22.046;;
296;08/08/2020;02:00:00;18.521;;
297;08/09/2020;04:00:00;17.094;;
298;08/09/2020;06:00:00;15.473;;
299;08/09/2020;08:00:00;14.613;;
300;08/09/2020;10:00:00;14.038;;
301;08/09/2020;12:00:00;15.855;;
302;08/09/2020;14:00:00;30.659;;
303;08/09/2020;16:00:00;41.928;;
304;08/09/2020;18:00:00;42.639;;
305;08/09/2020;20:00:00;28.754;;
306;08/09/2020;22:00:00;26.390;;
307;08/09/2020;00:00:00;22.142;;
308;08/09/2020;02:00:00;18.901;;
309;08/10/2020;04:00:00;17.189;;
310;08/10/2020;06:00:00;16.427;;
311;08/10/2020;08:00:00;15.378;;
312;08/10/2020;10:00:00;14.996;;
313;08/10/2020;12:00:00;16.237;;
314;08/10/2020;14:00:00;29.552;;
315;08/10/2020;16:00:00;37.384;;
316;08/10/2020;18:00:00;43.844;;
317;08/10/2020;20:00:00;34.691;;
318;08/10/2020;22:00:00;26.488;;
319;08/10/2020;00:00:00;17.760;;
320;08/10/2020;02:00:00;16.523;;
321;08/11/2020;04:00:00;16.427;;
322;08/11/2020;06:00:00;15.091;;
323;08/11/2020;08:00:00;14.134;;
324;08/11/2020;10:00:00;14.517;;
325;08/11/2020;12:00:00;15.378;;
326;08/11/2020;14:00:00;24.158;;
327;08/11/2020;16:00:00;26.390;;
328;08/11/2020;18:00:00;26.977;;
329;08/11/2020;20:00:00;30.558;;
330;08/11/2020;22:00:00;23.196;;
331;08/11/2020;00:00:00;19.853;;
332;08/11/2020;02:00:00;16.903;;
333;08/12/2020;04:00:00;16.046;;
334;08/12/2020;06:00:00;15.282;;
335;08/12/2020;08:00:00;14.709;;
336;08/12/2020;10:00:00;14.230;;
337;08/12/2020;12:00:00;15.664;;
338;08/12/2020;14:00:00;23.004;;
339;08/12/2020;16:00:00;28.060;;
340;08/12/2020;18:00:00;30.659;;
341;08/12/2020;20:00:00;25.319;;
342;08/12/2020;22:00:00;21.378;;
343;08/12/2020;00:00:00;18.426;;
344;08/12/2020;02:00:00;17.475;;
345;08/13/2020;04:00:00;16.046;;
346;08/13/2020;06:00:00;14.900;;
347;08/13/2020;08:00:00;14.421;;
348;08/13/2020;10:00:00;14.038;;
349;08/13/2020;12:00:00;14.613;;
350;08/13/2020;14:00:00;17.760;;
351;08/13/2020;16:00:00;20.424;;
352;08/13/2020;18:00:00;26.000;;
353;08/13/2020;20:00:00;26.292;;
354;08/13/2020;22:00:00;18.140;;
355;08/13/2020;00:00:00;16.237;;
356;08/13/2020;02:00:00;14.517;;
357;08/14/2020;04:00:00;14.230;;
358;08/14/2020;06:00:00;13.365;;
359;08/14/2020;08:00:00;13.461;;
360;08/14/2020;10:00:00;12.690;;
361;08/14/2020;12:00:00;13.461;;
362;08/14/2020;14:00:00;22.046;;
363;08/14/2020;16:00:00;27.370;;
364;08/14/2020;18:00:00;29.152;;
365;08/14/2020;20:00:00;27.272;;
366;08/14/2020;22:00:00;19.758;;
367;08/14/2020;00:00:00;16.618;;
368;08/14/2020;02:00:00;14.996;;
369;08/15/2020;04:00:00;13.942;;
370;08/15/2020;06:00:00;13.269;;
371;08/15/2020;08:00:00;12.594;;
372;08/15/2020;10:00:00;12.497;;
373;08/15/2020;12:00:00;13.461;;
374;08/15/2020;14:00:00;23.004;;
375;08/15/2020;16:00:00;29.853;;
376;08/15/2020;18:00:00;32.911;;
377;08/15/2020;20:00:00;31.268;;
378;08/15/2020;22:00:00;21.760;;
379;08/15/2020;00:00:00;18.236;;
380;08/15/2020;02:00:00;16.237;;
381;08/16/2020;04:00:00;14.900;;
382;08/16/2020;06:00:00;14.325;;
383;08/16/2020;08:00:00;13.365;;
384;08/16/2020;10:00:00;12.787;;
385;08/16/2020;12:00:00;14.230;;
386;08/16/2020;14:00:00;21.951;;
387;08/16/2020;16:00:00;30.457;;
388;08/16/2020;18:00:00;35.222;;
389;08/16/2020;20:00:00;26.488;;
390;08/16/2020;22:00:00;22.142;;
391;08/16/2020;00:00:00;19.092;;
392;08/16/2020;02:00:00;16.237;;
393;08/17/2020;04:00:00;14.804;;
394;08/17/2020;06:00:00;14.613;;
395;08/17/2020;08:00:00;13.846;;
396;08/17/2020;10:00:00;13.365;;
397;08/17/2020;12:00:00;13.942;;
398;08/17/2020;14:00:00;16.523;;
399;08/17/2020;16:00:00;25.319;;
400;08/17/2020;18:00:00;23.388;;
401;08/17/2020;20:00:00;21.569;;
402;08/17/2020;22:00:00;17.855;;
403;08/17/2020;00:00:00;15.091;;
404;08/17/2020;02:00:00;13.173;;
405;08/18/2020;08:00:00;13.846;;
406;08/18/2020;10:00:00;13.558;;
407;08/18/2020;12:00:00;12.883;;
408;08/18/2020;14:00:00;11.916;;
409;08/18/2020;16:00:00;12.401;;
410;08/18/2020;18:00:00;21.282;;
411;08/18/2020;20:00:00;26.977;;
412;08/18/2020;22:00:00;30.054;;
413;08/18/2020;00:00:00;28.357;;
414;08/18/2020;02:00:00;20.996;;
415;08/18/2020;04:00:00;17.189;;
416;08/18/2020;06:00:00;15.187;;
417;08/19/2020;08:00:00;13.942;;
418;08/19/2020;10:00:00;12.980;;
419;08/19/2020;12:00:00;12.304;;
420;08/19/2020;14:00:00;11.916;;
421;08/19/2020;16:00:00;13.076;;
422;08/19/2020;18:00:00;23.581;;
423;08/19/2020;20:00:00;32.497;;
424;08/19/2020;22:00:00;36.511;;
425;08/19/2020;00:00:00;32.911;;
426;08/19/2020;02:00:00;23.004;;
427;08/19/2020;04:00:00;19.472;;
428;08/19/2020;06:00:00;17.379;;
429;08/20/2020;08:00:00;16.237;;
430;08/20/2020;10:00:00;15.473;;
431;08/20/2020;12:00:00;14.613;;
432;08/20/2020;14:00:00;14.230;;
433;08/20/2020;16:00:00;15.187;;
434;08/20/2020;18:00:00;26.683;;
435;08/20/2020;20:00:00;35.864;;
436;08/20/2020;22:00:00;39.276;;
437;08/20/2020;00:00:00;35.864;;
438;08/20/2020;02:00:00;24.835;;
439;08/20/2020;04:00:00;20.615;;
440;08/20/2020;06:00:00;18.521;;
441;08/21/2020;08:00:00;17.475;;
442;08/21/2020;10:00:00;16.713;;
443;08/21/2020;12:00:00;16.237;;
444;08/21/2020;14:00:00;15.760;;
445;08/21/2020;16:00:00;16.523;;
446;08/21/2020;18:00:00;28.853;;
447;08/21/2020;20:00:00;37.165;;
448;08/21/2020;22:00:00;40.992;;
449;08/21/2020;00:00:00;37.494;;
450;08/21/2020;02:00:00;26.195;;
451;08/21/2020;04:00:00;21.664;;
452;08/21/2020;06:00:00;19.282;;
453;08/22/2020;08:00:00;17.760;;
454;08/22/2020;10:00:00;16.903;;
455;08/22/2020;12:00:00;15.855;;
456;08/22/2020;14:00:00;15.282;;
457;08/22/2020;16:00:00;16.141;;
458;08/22/2020;18:00:00;20.901;;
459;08/22/2020;20:00:00;33.953;;
460;08/22/2020;22:00:00;38.602;;
461;08/22/2020;00:00:00;35.435;;
462;08/22/2020;02:00:00;23.677;;
463;08/22/2020;04:00:00;19.187;;
464;08/22/2020;06:00:00;16.713;;
465;08/23/2020;08:00:00;16.713;;
466;08/23/2020;10:00:00;15.569;;
467;08/23/2020;12:00:00;14.134;;
468;08/23/2020;14:00:00;13.173;;
469;08/23/2020;16:00:00;13.846;;
470;08/23/2020;18:00:00;25.708;;
471;08/23/2020;20:00:00;32.497;;
472;08/23/2020;22:00:00;38.602;;
473;08/23/2020;00:00:00;35.864;;
474;08/23/2020;02:00:00;23.581;;
475;08/23/2020;04:00:00;18.331;;
476;08/23/2020;06:00:00;15.473;;
477;08/24/2020;08:00:00;13.654;;
478;08/24/2020;10:00:00;12.690;;
479;08/24/2020;12:00:00;12.013;;
480;08/24/2020;14:00:00;11.722;;
481;08/24/2020;16:00:00;12.787;;
482;08/24/2020;18:00:00;25.610;;
483;08/24/2020;20:00:00;36.079;;
484;08/24/2020;22:00:00;39.502;;
485;08/24/2020;00:00:00;34.374;;
486;08/24/2020;02:00:00;22.908;;
487;08/24/2020;04:00:00;18.331;;
488;08/24/2020;06:00:00;15.187;;
489;08/25/2020;08:00:00;13.750;;
490;08/25/2020;10:00:00;12.497;;
491;08/25/2020;12:00:00;11.431;;
492;08/25/2020;14:00:00;10.944;;
493;08/25/2020;16:00:00;12.883;;
494;08/25/2020;18:00:00;21.951;;
495;08/25/2020;20:00:00;33.430;;
496;08/25/2020;22:00:00;39.276;;
497;08/25/2020;00:00:00;35.649;;
498;08/25/2020;02:00:00;23.773;;
499;08/25/2020;04:00:00;19.282;;
500;08/25/2020;06:00:00;17.094;;
501;08/26/2020;08:00:00;15.951;;
502;08/26/2020;10:00:00;14.900;;
503;08/26/2020;12:00:00;14.421;;
504;08/26/2020;14:00:00;14.038;;
505;08/26/2020;16:00:00;14.804;;
506;08/26/2020;18:00:00;24.351;;
507;08/26/2020;20:00:00;36.946;;
508;08/26/2020;22:00:00;40.415;;
509;08/26/2020;00:00:00;35.864;;
510;08/26/2020;02:00:00;24.255;;
511;08/26/2020;04:00:00;19.472;;
512;08/26/2020;06:00:00;17.094;;
513;08/27/2020;08:00:00;15.473;;
514;08/27/2020;10:00:00;14.038;;
515;08/27/2020;12:00:00;13.076;;
516;08/27/2020;14:00:00;12.207;;
517;08/27/2020;16:00:00;13.558;;
518;08/27/2020;18:00:00;28.258;;
519;08/27/2020;20:00:00;38.938;;
520;08/27/2020;22:00:00;43.238;;
521;08/27/2020;00:00:00;36.620;;
522;08/27/2020;02:00:00;24.641;;
523;08/27/2020;04:00:00;20.519;;
524;08/27/2020;06:00:00;17.855;;
525;08/28/2020;08:00:00;16.237;;
526;08/28/2020;10:00:00;15.091;;
527;08/28/2020;12:00:00;14.613;;
528;08/28/2020;14:00:00;13.750;;
529;08/28/2020;16:00:00;14.517;;
530;08/28/2020;18:00:00;23.966;;
531;08/28/2020;20:00:00;20.043;;
532;08/28/2020;22:00:00;14.230;;
533;08/28/2020;00:00:00;13.654;;
