Titre de tracé : 20011402;;;;;
1068;10/12/2020;02:00:00;1.112;;
1069;10/12/2020;04:00:00;0.893;;
1070;10/12/2020;06:00:00;7.079;;
1071;10/12/2020;08:00:00;13.173;;
1072;10/12/2020;10:00:00;15.760;;
1073;10/12/2020;12:00:00;12.690;;
1074;10/12/2020;14:00:00;5.141;;
1075;10/12/2020;16:00:00;3.049;;
1076;10/12/2020;18:00:00;2.517;;
1077;10/13/2020;20:00:00;2.088;;
1078;10/13/2020;22:00:00;1.764;;
1079;10/13/2020;00:00:00;1.439;;
1080;10/13/2020;02:00:00;1.221;;
1081;10/13/2020;04:00:00;1.112;;
1082;10/13/2020;06:00:00;8.978;;
1083;10/13/2020;08:00:00;10.259;;
1084;10/13/2020;10:00:00;14.517;;
1085;10/13/2020;12:00:00;13.654;;
1086;10/13/2020;14:00:00;7.882;;
1087;10/13/2020;16:00:00;6.370;;
1088;10/13/2020;18:00:00;3.893;;
1089;10/14/2020;20:00:00;4.519;;
1090;10/14/2020;22:00:00;4.311;;
1091;10/14/2020;00:00:00;4.311;;
1092;10/14/2020;02:00:00;3.049;;
1093;10/14/2020;04:00:00;2.517;;
1094;10/14/2020;06:00:00;11.334;;
1095;10/14/2020;08:00:00;11.916;;
1096;10/14/2020;10:00:00;9.669;;
1097;10/14/2020;12:00:00;10.063;;
1098;10/14/2020;14:00:00;7.682;;
1099;10/14/2020;16:00:00;4.831;;
1100;10/14/2020;18:00:00;4.727;;
1101;10/15/2020;20:00:00;4.311;;
1102;10/15/2020;22:00:00;3.998;;
1103;10/15/2020;00:00:00;3.788;;
1104;10/15/2020;02:00:00;3.683;;
1105;10/15/2020;04:00:00;3.367;;
1106;10/15/2020;06:00:00;5.347;;
1107;10/15/2020;08:00:00;7.079;;
1108;10/15/2020;10:00:00;6.775;;
1109;10/15/2020;12:00:00;6.471;;
1110;10/15/2020;14:00:00;5.347;;
1111;10/15/2020;16:00:00;3.788;;
1112;10/15/2020;18:00:00;3.155;;
1113;10/16/2020;20:00:00;2.837;;
1114;10/16/2020;22:00:00;3.049;;
1115;10/16/2020;00:00:00;3.155;;
1116;10/16/2020;02:00:00;2.943;;
1117;10/16/2020;04:00:00;2.943;;
1118;10/16/2020;06:00:00;5.450;;
1119;10/16/2020;08:00:00;7.682;;
1120;10/16/2020;10:00:00;9.768;;
1121;10/16/2020;12:00:00;7.782;;
1122;10/16/2020;14:00:00;5.962;;
1123;10/16/2020;16:00:00;5.141;;
1124;10/16/2020;18:00:00;4.311;;
1125;10/17/2020;20:00:00;3.155;;
1126;10/17/2020;22:00:00;2.303;;
1127;10/17/2020;00:00:00;1.980;;
1128;10/17/2020;02:00:00;1.764;;
1129;10/17/2020;04:00:00;1.656;;
1130;10/17/2020;06:00:00;9.866;;
1131;10/17/2020;08:00:00;17.665;;
1132;10/17/2020;10:00:00;20.710;;
1133;10/17/2020;12:00:00;17.094;;
1134;10/17/2020;14:00:00;8.680;;
1135;10/17/2020;16:00:00;6.166;;
1136;10/17/2020;18:00:00;6.064;;
1137;10/18/2020;20:00:00;5.141;;
1138;10/18/2020;22:00:00;3.578;;
1139;10/18/2020;00:00:00;3.049;;
1140;10/18/2020;02:00:00;2.517;;
1141;10/18/2020;04:00:00;2.195;;
1142;10/18/2020;06:00:00;10.944;;
1143;10/18/2020;08:00:00;18.711;;
1144;10/18/2020;10:00:00;21.091;;
1145;10/18/2020;12:00:00;18.901;;
1146;10/18/2020;14:00:00;9.571;;
1147;10/18/2020;16:00:00;6.775;;
1148;10/18/2020;18:00:00;5.244;;
1149;10/19/2020;20:00:00;4.311;;
1150;10/19/2020;22:00:00;3.578;;
1151;10/19/2020;00:00:00;2.943;;
1152;10/19/2020;02:00:00;2.410;;
1153;10/19/2020;04:00:00;2.303;;
1154;10/19/2020;06:00:00;10.748;;
1155;10/19/2020;08:00:00;18.236;;
1156;10/19/2020;10:00:00;21.091;;
1157;10/19/2020;12:00:00;17.189;;
1158;10/19/2020;14:00:00;11.431;;
1159;10/19/2020;16:00:00;8.282;;
1160;10/19/2020;18:00:00;6.471;;
1161;10/20/2020;20:00:00;5.450;;
1162;10/20/2020;22:00:00;4.934;;
1163;10/20/2020;00:00:00;4.727;;
1164;10/20/2020;02:00:00;4.831;;
1165;10/20/2020;04:00:00;4.415;;
1166;10/20/2020;06:00:00;7.179;;
1167;10/20/2020;08:00:00;16.046;;
1168;10/20/2020;10:00:00;17.855;;
1169;10/20/2020;12:00:00;13.461;;
1170;10/20/2020;14:00:00;10.651;;
1171;10/20/2020;16:00:00;9.176;;
1172;10/20/2020;18:00:00;8.382;;
1173;10/21/2020;20:00:00;7.582;;
1174;10/21/2020;22:00:00;7.179;;
1175;10/21/2020;00:00:00;7.079;;
1176;10/21/2020;02:00:00;7.079;;
1177;10/21/2020;04:00:00;6.877;;
1178;10/21/2020;06:00:00;8.680;;
1179;10/21/2020;08:00:00;14.996;;
1180;10/21/2020;10:00:00;15.187;;
1181;10/21/2020;12:00:00;11.819;;
1182;10/21/2020;14:00:00;9.965;;
1183;10/21/2020;16:00:00;8.978;;
1184;10/21/2020;18:00:00;8.082;;
1185;10/22/2020;20:00:00;7.582;;
1186;10/22/2020;22:00:00;7.782;;
1187;10/22/2020;00:00:00;7.582;;
1188;10/22/2020;02:00:00;7.983;;
1189;10/22/2020;04:00:00;7.882;;
1190;10/22/2020;06:00:00;8.779;;
1191;10/22/2020;08:00:00;9.373;;
1192;10/22/2020;10:00:00;9.176;;
1193;10/22/2020;12:00:00;8.879;;
1194;10/22/2020;14:00:00;8.382;;
1195;10/22/2020;16:00:00;7.882;;
1196;10/22/2020;18:00:00;7.481;;
1197;10/23/2020;20:00:00;6.877;;
1198;10/23/2020;22:00:00;6.674;;
1199;10/23/2020;00:00:00;6.471;;
1200;10/23/2020;02:00:00;6.471;;
1201;10/23/2020;04:00:00;6.775;;
1202;10/23/2020;06:00:00;7.079;;
1203;10/23/2020;08:00:00;7.381;;
1204;10/23/2020;10:00:00;8.581;;
1205;10/23/2020;12:00:00;8.581;;
1206;10/23/2020;14:00:00;7.481;;
1207;10/23/2020;16:00:00;6.573;;
1208;10/23/2020;18:00:00;3.788;;
1209;10/24/2020;20:00:00;4.519;;
1210;10/24/2020;22:00:00;4.519;;
1211;10/24/2020;00:00:00;4.623;;
1212;10/24/2020;02:00:00;4.519;;
1213;10/24/2020;08:00:00;4.102;;
1214;10/24/2020;10:00:00;11.041;;
1215;10/24/2020;12:00:00;15.951;;
1216;10/24/2020;14:00:00;18.616;;
1217;10/24/2020;16:00:00;17.665;;
1218;10/24/2020;18:00:00;10.357;;
1219;10/24/2020;20:00:00;7.381;;
1220;10/24/2020;22:00:00;5.860;;
1221;10/25/2020;00:00:00;5.037;;
1222;10/25/2020;02:00:00;4.623;;
1223;10/25/2020;04:00:00;4.207;;
1224;10/25/2020;06:00:00;3.893;;
1225;10/25/2020;08:00:00;3.788;;
1226;10/25/2020;10:00:00;9.472;;
1227;10/25/2020;12:00:00;17.379;;
1228;10/25/2020;14:00:00;18.140;;
1229;10/25/2020;16:00:00;13.269;;
1230;10/25/2020;18:00:00;9.176;;
1231;10/25/2020;20:00:00;7.882;;
1232;10/25/2020;22:00:00;7.179;;
1233;10/26/2020;00:00:00;6.775;;
1234;10/26/2020;02:00:00;6.268;;
1235;10/26/2020;04:00:00;5.860;;
1236;10/26/2020;06:00:00;5.141;;
1237;10/26/2020;08:00:00;3.578;;
1238;10/26/2020;10:00:00;4.207;;
1239;10/26/2020;12:00:00;3.998;;
1240;10/26/2020;14:00:00;4.415;;
1241;10/26/2020;16:00:00;4.102;;
1242;10/26/2020;18:00:00;3.893;;
1243;10/26/2020;20:00:00;4.102;;
1244;10/26/2020;22:00:00;4.311;;
1245;10/27/2020;00:00:00;4.311;;
1246;10/27/2020;02:00:00;4.207;;
1247;10/27/2020;04:00:00;4.207;;
1248;10/27/2020;06:00:00;4.102;;
1249;10/27/2020;08:00:00;3.893;;
1250;10/27/2020;10:00:00;3.893;;
1251;10/27/2020;12:00:00;10.846;;
1252;10/27/2020;14:00:00;8.182;;
1253;10/27/2020;16:00:00;11.722;;
1254;10/27/2020;18:00:00;5.860;;
1255;10/27/2020;20:00:00;4.623;;
1256;10/27/2020;22:00:00;4.727;;
1257;10/28/2020;00:00:00;4.415;;
1258;10/28/2020;02:00:00;4.207;;
1259;10/28/2020;04:00:00;4.207;;
1260;10/28/2020;06:00:00;4.623;;
1261;10/28/2020;08:00:00;4.415;;
1262;10/28/2020;10:00:00;5.244;;
1263;10/28/2020;12:00:00;14.804;;
1264;10/28/2020;14:00:00;10.748;;
1265;10/28/2020;16:00:00;11.722;;
1266;10/28/2020;18:00:00;7.381;;
1267;10/28/2020;20:00:00;6.064;;
1268;10/28/2020;22:00:00;5.141;;
1269;10/29/2020;00:00:00;4.831;;
1270;10/29/2020;02:00:00;4.519;;
1271;10/29/2020;04:00:00;4.727;;
1272;10/29/2020;06:00:00;4.727;;
1273;10/29/2020;08:00:00;4.311;;
1274;10/29/2020;10:00:00;5.450;;
1275;10/29/2020;12:00:00;8.581;;
1276;10/29/2020;14:00:00;13.269;;
1277;10/29/2020;16:00:00;11.139;;
1278;10/29/2020;18:00:00;7.682;;
1279;10/29/2020;20:00:00;5.860;;
1280;10/29/2020;22:00:00;5.141;;
1281;10/30/2020;00:00:00;4.831;;
1282;10/30/2020;02:00:00;4.623;;
1283;10/30/2020;04:00:00;4.311;;
1284;10/30/2020;06:00:00;4.102;;
1285;10/30/2020;08:00:00;3.893;;
1286;10/30/2020;10:00:00;8.082;;
1287;10/30/2020;12:00:00;16.903;;
1288;10/30/2020;14:00:00;21.091;;
1289;10/30/2020;16:00:00;18.616;;
1290;10/30/2020;18:00:00;10.553;;
1291;10/30/2020;20:00:00;7.983;;
1292;10/30/2020;22:00:00;6.877;;
1293;10/31/2020;00:00:00;6.064;;
1294;10/31/2020;02:00:00;5.450;;
1295;10/31/2020;04:00:00;5.037;;
1296;10/31/2020;06:00:00;4.623;;
1297;10/31/2020;08:00:00;4.311;;
1298;10/31/2020;10:00:00;12.401;;
1299;10/31/2020;12:00:00;18.521;;
1300;10/31/2020;14:00:00;20.138;;
1301;10/31/2020;16:00:00;17.665;;
1302;10/31/2020;18:00:00;10.357;;
1303;10/31/2020;20:00:00;8.082;;
1304;10/31/2020;22:00:00;6.674;;
1305;11/01/2020;00:00:00;5.962;;
1306;11/01/2020;02:00:00;5.244;;
1307;11/01/2020;04:00:00;4.934;;
1308;11/01/2020;06:00:00;4.415;;
1309;11/01/2020;08:00:00;4.311;;
1310;11/01/2020;10:00:00;6.775;;
1311;11/01/2020;12:00:00;14.134;;
1312;11/01/2020;14:00:00;12.401;;
1313;11/01/2020;16:00:00;13.461;;
1314;11/01/2020;18:00:00;9.275;;
1315;11/01/2020;20:00:00;7.481;;
1316;11/01/2020;22:00:00;6.877;;
1317;11/02/2020;00:00:00;6.471;;
1318;11/02/2020;02:00:00;6.166;;
1319;11/02/2020;04:00:00;6.064;;
1320;11/02/2020;06:00:00;6.064;;
1321;11/02/2020;08:00:00;5.757;;
1322;11/02/2020;10:00:00;13.654;;
1323;11/02/2020;12:00:00;20.234;;
1324;11/02/2020;14:00:00;20.805;;
1325;11/02/2020;16:00:00;17.094;;
1326;11/02/2020;18:00:00;11.431;;
1327;11/02/2020;20:00:00;10.357;;
1328;11/02/2020;22:00:00;9.965;;
1329;11/03/2020;00:00:00;9.472;;
1330;11/03/2020;02:00:00;8.779;;
1331;11/03/2020;04:00:00;8.581;;
1332;11/03/2020;06:00:00;8.182;;
1333;11/03/2020;08:00:00;7.882;;
1334;11/03/2020;10:00:00;8.978;;
1335;11/03/2020;12:00:00;10.357;;
1336;11/03/2020;14:00:00;10.651;;
1337;11/03/2020;16:00:00;9.768;;
1338;11/03/2020;18:00:00;8.680;;
1339;11/03/2020;20:00:00;7.682;;
1340;11/03/2020;22:00:00;7.481;;
1341;11/04/2020;00:00:00;7.179;;
1342;11/04/2020;02:00:00;6.674;;
1343;11/04/2020;04:00:00;6.166;;
1344;11/04/2020;06:00:00;5.655;;
1345;11/04/2020;08:00:00;5.450;;
1346;11/04/2020;10:00:00;6.471;;
1347;11/04/2020;12:00:00;14.996;;
1348;11/04/2020;14:00:00;13.269;;
1349;11/04/2020;16:00:00;10.063;;
1350;11/04/2020;18:00:00;8.182;;
1351;11/04/2020;20:00:00;7.079;;
1352;11/04/2020;22:00:00;6.370;;
1353;11/05/2020;00:00:00;5.244;;
1354;11/05/2020;02:00:00;4.727;;
1355;11/05/2020;04:00:00;4.311;;
1356;11/05/2020;06:00:00;3.998;;
1357;11/05/2020;08:00:00;3.683;;
1358;11/05/2020;10:00:00;11.334;;
1359;11/05/2020;12:00:00;18.901;;
1360;11/05/2020;14:00:00;21.473;;
1361;11/05/2020;16:00:00;18.045;;
1362;11/05/2020;18:00:00;10.651;;
1363;11/05/2020;20:00:00;8.082;;
1364;11/05/2020;22:00:00;6.877;;
1365;11/06/2020;00:00:00;5.962;;
1366;11/06/2020;02:00:00;5.347;;
1367;11/06/2020;04:00:00;4.831;;
1368;11/06/2020;06:00:00;4.311;;
1369;11/06/2020;08:00:00;3.998;;
1370;11/06/2020;10:00:00;11.722;;
1371;11/06/2020;12:00:00;18.996;;
1372;11/06/2020;14:00:00;21.664;;
1373;11/06/2020;16:00:00;17.950;;
1374;11/06/2020;18:00:00;10.846;;
1375;11/06/2020;20:00:00;8.382;;
1376;11/06/2020;22:00:00;7.280;;
1377;11/07/2020;00:00:00;6.674;;
1378;11/07/2020;02:00:00;6.268;;
1379;11/07/2020;04:00:00;5.860;;
1380;11/07/2020;06:00:00;5.860;;
1381;11/07/2020;08:00:00;5.757;;
1382;11/07/2020;10:00:00;11.041;;
1383;11/07/2020;12:00:00;15.282;;
1384;11/07/2020;14:00:00;17.189;;
1385;11/07/2020;16:00:00;11.819;;
1386;11/07/2020;18:00:00;9.768;;
1387;11/07/2020;20:00:00;8.382;;
1388;11/07/2020;22:00:00;8.282;;
1389;11/08/2020;00:00:00;7.782;;
1390;11/08/2020;02:00:00;7.481;;
1391;11/08/2020;04:00:00;7.079;;
1392;11/08/2020;06:00:00;6.268;;
1393;11/08/2020;08:00:00;6.268;;
1394;11/08/2020;10:00:00;6.573;;
1395;11/08/2020;12:00:00;7.782;;
1396;11/08/2020;14:00:00;12.690;;
1397;11/08/2020;16:00:00;10.357;;
1398;11/08/2020;18:00:00;8.481;;
1399;11/08/2020;20:00:00;6.166;;
1400;11/08/2020;22:00:00;5.347;;
1401;11/09/2020;00:00:00;4.727;;
1402;11/09/2020;02:00:00;4.102;;
1403;11/09/2020;04:00:00;3.683;;
1404;11/09/2020;06:00:00;3.367;;
1405;11/09/2020;08:00:00;2.943;;
1406;11/09/2020;10:00:00;10.357;;
1407;11/09/2020;12:00:00;18.236;;
1408;11/09/2020;14:00:00;20.710;;
1409;11/09/2020;16:00:00;16.427;;
1410;11/09/2020;18:00:00;9.768;;
1411;11/09/2020;20:00:00;7.280;;
1412;11/09/2020;22:00:00;6.064;;
1413;11/10/2020;00:00:00;5.450;;
1414;11/10/2020;02:00:00;5.141;;
1415;11/10/2020;08:00:00;4.519;;
1416;11/10/2020;10:00:00;4.415;;
1417;11/10/2020;12:00:00;3.893;;
1418;11/10/2020;14:00:00;8.481;;
1419;11/10/2020;16:00:00;17.950;;
1420;11/10/2020;18:00:00;21.569;;
1421;11/10/2020;20:00:00;16.618;;
1422;11/10/2020;22:00:00;9.768;;
1423;11/10/2020;00:00:00;7.179;;
1424;11/10/2020;02:00:00;5.757;;
1425;11/11/2020;04:00:00;5.037;;
1426;11/11/2020;06:00:00;4.207;;
1427;11/11/2020;08:00:00;3.788;;
1428;11/11/2020;10:00:00;3.261;;
1429;11/11/2020;12:00:00;2.943;;
1430;11/11/2020;14:00:00;10.063;;
1431;11/11/2020;16:00:00;18.331;;
1432;11/11/2020;18:00:00;22.046;;
1433;11/11/2020;20:00:00;16.523;;
1434;11/11/2020;22:00:00;9.472;;
1435;11/11/2020;00:00:00;7.179;;
1436;11/11/2020;02:00:00;5.962;;
1437;11/12/2020;04:00:00;5.037;;
1438;11/12/2020;06:00:00;4.519;;
1439;11/12/2020;08:00:00;4.519;;
1440;11/12/2020;10:00:00;3.893;;
1441;11/12/2020;12:00:00;4.102;;
1442;11/12/2020;14:00:00;6.775;;
1443;11/12/2020;16:00:00;18.140;;
1444;11/12/2020;18:00:00;21.855;;
1445;11/12/2020;20:00:00;17.475;;
1446;11/12/2020;22:00:00;10.063;;
1447;11/12/2020;00:00:00;7.381;;
1448;11/12/2020;02:00:00;5.962;;
1449;11/13/2020;04:00:00;5.037;;
1450;11/13/2020;06:00:00;4.415;;
1451;11/13/2020;08:00:00;3.998;;
1452;11/13/2020;10:00:00;3.683;;
1453;11/13/2020;12:00:00;3.367;;
1454;11/13/2020;14:00:00;9.965;;
1455;11/13/2020;16:00:00;19.948;;
1456;11/13/2020;18:00:00;21.282;;
1457;11/13/2020;20:00:00;16.141;;
1458;11/13/2020;22:00:00;10.553;;
1459;11/13/2020;00:00:00;8.879;;
1460;11/13/2020;02:00:00;7.983;;
1461;11/14/2020;04:00:00;6.573;;
1462;11/14/2020;06:00:00;5.962;;
1463;11/14/2020;08:00:00;5.037;;
1464;11/14/2020;10:00:00;4.415;;
1465;11/14/2020;12:00:00;3.998;;
1466;11/14/2020;14:00:00;10.748;;
1467;11/14/2020;16:00:00;19.853;;
1468;11/14/2020;18:00:00;23.581;;
1469;11/14/2020;20:00:00;19.187;;
1470;11/14/2020;22:00:00;11.236;;
1471;11/14/2020;00:00:00;8.481;;
1472;11/14/2020;02:00:00;6.978;;
1473;11/15/2020;04:00:00;5.962;;
1474;11/15/2020;06:00:00;5.141;;
1475;11/15/2020;08:00:00;4.519;;
1476;11/15/2020;10:00:00;4.102;;
1477;11/15/2020;12:00:00;3.998;;
1478;11/15/2020;14:00:00;10.161;;
1479;11/15/2020;16:00:00;16.332;;
1480;11/15/2020;18:00:00;17.855;;
1481;11/15/2020;20:00:00;13.173;;
1482;11/15/2020;22:00:00;10.161;;
1483;11/15/2020;00:00:00;8.581;;
1484;11/15/2020;02:00:00;7.882;;
1485;11/16/2020;04:00:00;6.064;;
1486;11/16/2020;06:00:00;4.831;;
1487;11/16/2020;08:00:00;3.472;;
1488;11/16/2020;10:00:00;3.683;;
1489;11/16/2020;12:00:00;3.788;;
1490;11/16/2020;14:00:00;4.311;;
1491;11/16/2020;16:00:00;14.134;;
1492;11/16/2020;18:00:00;16.427;;
1493;11/16/2020;20:00:00;11.431;;
1494;11/16/2020;22:00:00;6.471;;
1495;11/16/2020;00:00:00;4.934;;
1496;11/16/2020;02:00:00;3.893;;
1497;11/17/2020;04:00:00;3.155;;
1498;11/17/2020;06:00:00;2.837;;
1499;11/17/2020;08:00:00;2.624;;
1500;11/17/2020;10:00:00;2.410;;
1501;11/17/2020;12:00:00;2.303;;
1502;11/17/2020;14:00:00;7.882;;
1503;11/17/2020;16:00:00;15.378;;
1504;11/17/2020;18:00:00;18.901;;
1505;11/17/2020;20:00:00;13.750;;
1506;11/17/2020;22:00:00;9.472;;
1507;11/17/2020;00:00:00;7.179;;
1508;11/17/2020;02:00:00;6.166;;
1509;11/18/2020;04:00:00;5.450;;
1510;11/18/2020;06:00:00;4.831;;
1511;11/18/2020;08:00:00;4.519;;
1512;11/18/2020;10:00:00;3.998;;
1513;11/18/2020;12:00:00;3.683;;
1514;11/18/2020;14:00:00;9.275;;
1515;11/18/2020;16:00:00;17.950;;
1516;11/18/2020;18:00:00;21.187;;
1517;11/18/2020;20:00:00;17.094;;
1518;11/18/2020;22:00:00;10.063;;
1519;11/18/2020;00:00:00;7.782;;
1520;11/18/2020;02:00:00;6.573;;
1521;11/19/2020;04:00:00;5.655;;
1522;11/19/2020;06:00:00;5.244;;
1523;11/19/2020;08:00:00;4.727;;
1524;11/19/2020;10:00:00;4.207;;
1525;11/19/2020;12:00:00;4.102;;
1526;11/19/2020;14:00:00;9.373;;
1527;11/19/2020;16:00:00;10.553;;
1528;11/19/2020;18:00:00;9.768;;
1529;11/19/2020;20:00:00;9.077;;
1530;11/19/2020;22:00:00;7.481;;
1531;11/19/2020;00:00:00;6.064;;
1532;11/19/2020;02:00:00;3.261;;
1533;11/20/2020;04:00:00;2.195;;
1534;11/20/2020;06:00:00;1.872;;
1535;11/20/2020;08:00:00;1.764;;
1536;11/20/2020;10:00:00;1.439;;
1537;11/20/2020;12:00:00;1.112;;
1538;11/20/2020;14:00:00;1.439;;
1539;11/20/2020;16:00:00;8.282;;
1540;11/20/2020;18:00:00;10.651;;
1541;11/20/2020;20:00:00;6.674;;
1542;11/20/2020;22:00:00;2.303;;
1543;11/20/2020;00:00:00;1.656;;
1544;11/20/2020;02:00:00;1.548;;
1545;11/21/2020;04:00:00;1.221;;
1546;11/21/2020;06:00:00;1.003;;
1547;11/21/2020;08:00:00;0.784;;
1548;11/21/2020;10:00:00;0.563;;
1549;11/21/2020;12:00:00;0.232;;
1550;11/21/2020;14:00:00;0.893;;
1551;11/21/2020;16:00:00;12.207;;
1552;11/21/2020;18:00:00;15.760;;
1553;11/21/2020;20:00:00;12.304;;
1554;11/21/2020;22:00:00;6.674;;
1555;11/21/2020;00:00:00;4.415;;
1556;11/21/2020;02:00:00;3.472;;
1557;11/22/2020;04:00:00;2.837;;
1558;11/22/2020;06:00:00;2.517;;
1559;11/22/2020;08:00:00;2.195;;
1560;11/22/2020;10:00:00;2.088;;
1561;11/22/2020;12:00:00;1.980;;
1562;11/22/2020;14:00:00;6.573;;
1563;11/22/2020;16:00:00;15.760;;
1564;11/22/2020;18:00:00;18.901;;
1565;11/22/2020;20:00:00;14.804;;
1566;11/22/2020;22:00:00;8.779;;
1567;11/22/2020;00:00:00;6.674;;
1568;11/22/2020;02:00:00;5.450;;
1569;11/23/2020;04:00:00;4.519;;
1570;11/23/2020;06:00:00;3.893;;
1571;11/23/2020;08:00:00;3.367;;
1572;11/23/2020;10:00:00;3.049;;
1573;11/23/2020;12:00:00;2.837;;
1574;11/23/2020;14:00:00;7.079;;
1575;11/23/2020;16:00:00;16.141;;
1576;11/23/2020;18:00:00;19.282;;
1577;11/23/2020;20:00:00;14.038;;
1578;11/23/2020;22:00:00;8.779;;
1579;11/23/2020;00:00:00;6.877;;
1580;11/23/2020;02:00:00;6.268;;
1581;11/24/2020;04:00:00;5.450;;
1582;11/24/2020;06:00:00;4.311;;
1583;11/24/2020;08:00:00;3.472;;
1584;11/24/2020;10:00:00;2.943;;
1585;11/24/2020;12:00:00;2.517;;
1586;11/24/2020;14:00:00;6.573;;
1587;11/24/2020;16:00:00;15.569;;
1588;11/24/2020;18:00:00;18.996;;
1589;11/24/2020;20:00:00;14.325;;
1590;11/24/2020;22:00:00;8.282;;
1591;11/24/2020;00:00:00;5.962;;
1592;11/24/2020;02:00:00;4.727;;
1593;11/25/2020;04:00:00;3.893;;
